"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Pakistan Stock Exchange – Important Indicators","30-Nov-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","11692","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Nov-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","16574","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Nov-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","4152","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Nov-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","4857.91","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Oct-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","11157","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Oct-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","15910","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Oct-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3939","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Oct-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","3014.51","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","30-Sep-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","10839","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Sep-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","15358","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Sep-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3878","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Sep-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","3240.06","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Aug-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","10845","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Aug-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","15392","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Aug-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3919","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Aug-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","3476.54","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Jul-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","10265","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jul-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","14577","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jul-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3724","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jul-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","2275.63","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","30-Jun-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","9708","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Jun-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","13801","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Jun-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3518","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Jun-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","2607.28","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-May-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","9714","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-May-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","13787","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-May-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3528","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-May-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","4657.19","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","30-Apr-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","9813","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Apr-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","13990","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Apr-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3574","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Apr-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","7113.63","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Mar-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","9650","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Mar-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","13762","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Mar-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3528","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Mar-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","8244.9","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","29-Feb-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","8947","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","29-Feb-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","12878","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","29-Feb-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3338","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","29-Feb-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","4207.41","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Jan-2012","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","8226","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jan-2012","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","11875","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jan-2012","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3083","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jan-2012","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","1986.8","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Dec-2011","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","7857","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Dec-2011","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","11348","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Dec-2011","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","2946","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Dec-2011","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","1232.17","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","30-Nov-2011","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","7985","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Nov-2011","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","11533","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Nov-2011","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3003","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Nov-2011","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","1043.66","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Oct-2011","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","8216","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Oct-2011","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","11869","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Oct-2011","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3099","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Oct-2011","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","2314.53","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","30-Sep-2011","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","8159","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Sep-2011","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","11762","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Sep-2011","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3104","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Sep-2011","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","1685.82","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Aug-2011","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","7582","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Aug-2011","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","10903","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Aug-2011","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","2895","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Aug-2011","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","1240.82","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","31-Jul-2011","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","8450","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jul-2011","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","12190","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jul-2011","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3221","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","31-Jul-2011","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","1677.19","Million Number of shares","Normal","","40","Turnover of shares"
"Pakistan Stock Exchange – Important Indicators","30-Jun-2011","TS_GP_MFS_PSXIND_M.PSX00010000","A. KSE All Index","8663","Index","Normal","","10","KSE All Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Jun-2011","TS_GP_MFS_PSXIND_M.PSX00020000","B. KSE 100 Index","12496","Index","Normal","","20","KSE 100 Index of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Jun-2011","TS_GP_MFS_PSXIND_M.PSX00030000","C. Market Capitalization","3289","Billion PKR","Normal","","30","Market Capitalization of the last working day of the month."
"Pakistan Stock Exchange – Important Indicators","30-Jun-2011","TS_GP_MFS_PSXIND_M.PSX00040000","D. Turnover of Shares","2875","Million Number of shares","Normal","","40","Turnover of shares"
